Geneid,EC1,EC1yuan,EC2,EC2yuan,EC3,EC3yuan
ENSG00000182814,0,0,0,0,0,1
ENSG00000228272,0,0,0,0,0,0
ENSG00000163541,1155,1295,1220,1511,1271,1328
ENSG00000115423,24,7,29,9,15,12
ENSG00000259056,2,0,0,0,0,0
ENSG00000235847,41,22,57,18,55,20
ENSG00000186854,164,48,150,52,162,72
ENSG00000276362,0,0,0,0,0,0
ENSG00000213400,0,0,0,0,0,0
ENSG00000034510,17265,17380,20257,15759,20104,13897
ENSG00000213399,12,12,16,10,15,9
ENSG00000287625,120,41,93,49,144,46
ENSG00000176407,2032,2374,2141,2657,1997,2327
ENSG00000260840,0,0,0,0,0,0
ENSG00000235463,0,0,0,0,0,0
ENSG00000225787,0,4,0,1,0,0
ENSG00000152284,485,387,510,358,485,291
ENSG00000231134,2,1,0,2,0,0
ENSG00000200701,0,0,0,0,0,0
ENSG00000230299,1,2,0,0,0,1
ENSG00000246575,25,31,18,29,37,21
ENSG00000152291,7587,6582,6541,7398,7708,6958
ENSG00000239143,0,2,0,0,0,0
ENSG00000270532,11,11,12,10,9,5
ENSG00000042445,1948,880,1787,859,1940,759
ENSG00000115459,467,389,417,372,460,320
ENSG00000271014,2,0,3,0,0,0
ENSG00000202382,3,0,1,6,1,0
ENSG00000278590,1,3,3,2,3,2
ENSG00000273196,1,0,0,0,4,0
ENSG00000042493,1642,990,1776,967,1805,852
ENSG00000286011,3,5,2,2,3,0
ENSG00000152292,1,0,0,0,5,0
ENSG00000207207,0,0,0,0,0,0
ENSG00000244399,0,0,0,0,0,0
ENSG00000199936,0,0,0,0,0,0
ENSG00000229648,0,0,0,0,0,0
ENSG00000286532,37,46,35,17,56,19
ENSG00000168906,4777,5628,4655,6304,4715,5880
ENSG00000115486,1087,907,1036,914,1092,922
ENSG00000118640,208,169,196,175,216,148
ENSG00000276281,0,0,0,0,3,0
ENSG00000168899,17,2,18,0,16,3
ENSG00000168894,647,595,781,597,724,531
ENSG00000168890,479,98,481,83,486,99
ENSG00000168883,1154,1749,1046,1897,1140,1678
ENSG00000168887,779,381,910,384,848,357
ENSG00000168878,6,1,1,0,5,1
ENSG00000115523,0,0,4,1,1,0
ENSG00000203363,0,0,0,0,0,0
ENSG00000199687,0,0,0,0,0,0
ENSG00000168874,5,0,7,1,4,2
ENSG00000278783,0,0,0,0,2,0
ENSG00000229498,0,0,0,0,0,0
ENSG00000252321,0,0,0,0,0,0
ENSG00000115525,332,107,353,113,374,121
ENSG00000232504,3,0,2,0,0,0
ENSG00000272564,0,1,0,0,0,0
ENSG00000287628,0,0,0,0,0,0
ENSG00000068654,1882,4554,1679,4469,1858,4079
ENSG00000132300,1234,1390,1091,1615,1301,1451
ENSG00000208772,19,14,7,15,19,9
ENSG00000132305,2175,2527,2186,2911,2257,2654
ENSG00000200241,0,0,0,0,0,0
ENSG00000265420,0,0,0,0,0,0
ENSG00000273080,8,3,8,7,13,2
ENSG00000132313,673,923,616,1104,616,1056
ENSG00000068615,13,2,17,2,12,1
ENSG00000202537,0,0,0,0,0,0
ENSG00000251974,0,0,0,0,0,0
ENSG00000115548,2564,1042,2320,1223,2603,1122
ENSG00000115561,1481,1240,1418,1397,1503,1136
ENSG00000249884,8,9,1,10,4,10
ENSG00000200563,0,1,0,0,0,2
ENSG00000228363,24,10,44,15,26,20
ENSG00000239305,563,379,528,367,576,442
ENSG00000153561,963,723,809,834,887,802
ENSG00000153563,37,7,56,12,48,10
ENSG00000172116,1,0,0,0,0,0
ENSG00000233673,7,12,6,19,13,7
ENSG00000213605,0,0,0,0,0,0
ENSG00000187627,5,2,3,4,2,1
ENSG00000231351,36,20,30,14,48,13
ENSG00000226114,0,0,0,0,0,0
ENSG00000183281,8,2,9,1,13,3
ENSG00000285793,75,67,85,56,100,80
ENSG00000231259,0,0,0,0,0,0
ENSG00000266931,0,0,0,0,0,0
ENSG00000287931,2,3,2,3,1,4
ENSG00000230395,2,1,3,0,3,1
ENSG00000204745,99,170,73,174,103,161
ENSG00000264793,0,0,0,0,0,0
ENSG00000233671,1,0,0,0,0,0
ENSG00000281477,0,0,0,0,0,0
ENSG00000271097,0,0,0,0,0,0
ENSG00000287763,19,29,25,18,18,17
ENSG00000233999,1,1,0,1,0,0
ENSG00000224881,3,5,0,6,2,1
ENSG00000280721,0,7,2,5,1,1
ENSG00000222041,166,541,194,636,217,526
ENSG00000284879,13,19,28,19,18,10
ENSG00000273445,0,4,0,3,0,3
ENSG00000214354,0,1,1,1,1,3
ENSG00000265507,0,0,0,0,0,0
ENSG00000225933,0,2,0,1,0,0
ENSG00000234231,4,0,0,0,0,1
ENSG00000125551,2,5,8,4,5,7
ENSG00000185304,3,3,5,1,6,4
ENSG00000229604,10,6,4,9,9,7
ENSG00000225428,0,0,0,0,0,0
ENSG00000233205,200,119,219,92,229,95
ENSG00000275597,0,0,0,0,1,0
ENSG00000288437,0,0,0,0,0,0
ENSG00000222724,0,0,0,0,0,0
ENSG00000287670,17,3,31,7,32,4
ENSG00000172086,57,7,43,15,64,6
ENSG00000115593,0,0,0,0,0,0
ENSG00000265003,0,0,0,0,0,0
ENSG00000163586,0,0,0,0,0,0
ENSG00000144115,0,0,0,0,1,0
ENSG00000232508,0,1,0,0,0,0
ENSG00000283262,0,0,0,0,0,0
ENSG00000212133,0,0,0,0,0,0
ENSG00000252395,0,0,0,0,0,0
ENSG00000224291,0,0,1,0,0,0
ENSG00000214336,0,0,0,0,0,0
ENSG00000172073,0,0,1,0,0,0
ENSG00000225420,0,0,0,2,0,3
ENSG00000172071,514,229,443,329,504,286
ENSG00000234028,48,19,50,21,51,14
ENSG00000287686,6,7,11,2,14,2
ENSG00000153574,340,710,301,753,340,704
ENSG00000230006,3,2,3,0,1,0
ENSG00000283270,0,0,0,0,0,0
ENSG00000240040,0,0,0,0,0,0
ENSG00000265510,0,0,0,0,0,0
ENSG00000211592,0,0,0,0,0,0
ENSG00000211593,0,0,0,0,0,0
ENSG00000211594,0,0,0,0,0,0
ENSG00000211595,0,0,0,0,0,0
ENSG00000211596,0,0,0,0,0,0
ENSG00000211597,0,0,0,0,0,0
ENSG00000211598,0,0,0,0,0,0
ENSG00000211599,0,0,0,0,0,0
ENSG00000197794,0,0,0,0,0,0
ENSG00000225136,0,0,0,0,0,0
ENSG00000253435,0,0,0,0,0,0
ENSG00000243466,0,0,0,0,0,0
ENSG00000239855,0,0,0,0,0,0
ENSG00000243063,0,0,0,0,0,0
ENSG00000240671,0,0,0,0,0,0
ENSG00000241755,0,0,0,0,0,0
ENSG00000253278,0,0,0,0,0,0
ENSG00000241351,0,0,0,0,0,0
ENSG00000243290,0,0,0,0,0,0
ENSG00000253497,0,0,0,0,0,0
ENSG00000253265,0,0,0,0,0,0
ENSG00000244437,0,0,0,0,0,0
ENSG00000240864,0,0,0,0,0,0
ENSG00000240382,0,0,0,0,0,0
ENSG00000254157,0,0,0,0,0,0
ENSG00000253732,0,0,0,0,0,0
ENSG00000239951,0,0,0,0,0,0
ENSG00000211611,0,0,0,0,0,0
ENSG00000253578,0,0,0,0,0,0
ENSG00000253625,0,0,0,0,0,0
ENSG00000241294,0,0,0,0,0,0
ENSG00000253202,0,0,0,0,0,0
ENSG00000254098,0,0,0,0,0,0
ENSG00000277852,0,0,0,0,0,0
ENSG00000244575,0,0,0,0,0,0
ENSG00000244116,0,0,0,0,0,0
ENSG00000253998,0,0,0,0,0,0
ENSG00000243238,0,0,0,0,0,0
ENSG00000253158,0,0,0,0,0,0
ENSG00000253870,0,0,0,0,0,0
ENSG00000242076,0,0,0,0,0,0
ENSG00000253860,0,0,0,0,0,0
ENSG00000253461,0,0,0,0,0,0
ENSG00000253487,0,0,0,0,0,0
ENSG00000239862,0,0,0,0,0,0
ENSG00000253592,0,0,0,0,0,0
ENSG00000242371,0,0,0,0,0,0
ENSG00000273962,0,0,0,0,0,0
ENSG00000283427,0,2,2,0,0,2
ENSG00000283196,137,79,99,87,111,72
ENSG00000276861,0,0,0,0,0,0
ENSG00000283132,0,0,0,0,0,0
ENSG00000283214,0,0,0,0,0,0
ENSG00000283659,0,0,0,0,0,0
ENSG00000251039,0,0,0,0,0,0
ENSG00000251546,0,0,0,0,0,0
ENSG00000254009,0,0,0,0,0,0
ENSG00000250036,0,0,0,0,0,0
ENSG00000253127,0,0,0,0,0,0
ENSG00000232747,0,0,0,0,0,0
ENSG00000253501,0,0,0,0,0,0
ENSG00000239975,0,0,0,0,0,0
ENSG00000253191,0,0,0,0,0,0
ENSG00000253999,0,0,0,0,0,0
ENSG00000239571,0,0,0,0,0,0
ENSG00000243264,0,0,0,0,0,0
ENSG00000242534,0,0,0,0,0,0
ENSG00000224607,0,0,0,0,0,0
ENSG00000211623,0,0,0,0,0,0
ENSG00000254097,0,0,0,0,0,0
ENSG00000241566,0,0,0,0,0,0
ENSG00000254345,0,0,0,0,0,0
ENSG00000253365,0,0,0,0,0,0
ENSG00000225523,0,0,0,0,0,0
ENSG00000211625,0,0,0,0,0,0
ENSG00000253765,0,0,0,0,0,0
ENSG00000254220,0,0,0,0,0,0
ENSG00000211626,0,0,0,0,0,0
ENSG00000242766,0,0,0,0,0,0
ENSG00000241244,0,0,0,0,0,0
ENSG00000224041,0,0,0,0,0,0
ENSG00000254292,0,0,0,0,0,0
ENSG00000276566,0,0,0,0,0,0
ENSG00000278857,0,0,0,0,0,0
ENSG00000211632,0,0,0,0,0,0
ENSG00000253906,0,0,0,0,0,0
ENSG00000211633,0,0,0,0,0,0
ENSG00000242580,0,0,0,0,0,0
ENSG00000239819,0,0,0,0,0,0
ENSG00000228325,0,0,0,0,0,0
ENSG00000275490,0,0,0,0,0,0
ENSG00000270999,0,0,0,0,0,0
ENSG00000265897,0,0,0,0,0,0
ENSG00000281904,0,0,0,0,0,0
ENSG00000230964,0,0,0,1,4,0
ENSG00000261600,6,3,5,1,5,3
ENSG00000278131,3,0,0,0,9,0
ENSG00000143429,75,61,61,54,77,52
ENSG00000222835,0,0,0,0,0,0
ENSG00000184303,0,0,0,0,0,0
ENSG00000230572,0,0,0,0,0,0
ENSG00000271627,0,0,0,0,0,0
ENSG00000223703,1,0,0,0,1,0
ENSG00000232531,20,28,12,30,19,36
ENSG00000286698,0,0,0,0,0,0
ENSG00000236969,0,0,0,0,0,0
ENSG00000235235,0,0,0,0,0,0
ENSG00000214330,0,0,1,0,0,0
ENSG00000237085,0,0,0,0,0,0
ENSG00000227497,0,0,0,0,0,0
ENSG00000214329,0,0,0,0,0,0
ENSG00000226481,0,0,0,0,0,0
ENSG00000234898,0,0,0,0,0,0
ENSG00000235147,0,0,0,0,0,0
ENSG00000223816,0,0,0,0,0,0
ENSG00000286156,107,44,93,56,93,37
ENSG00000261522,1,0,1,3,0,0
ENSG00000259916,5,0,3,0,3,0
ENSG00000237383,0,0,0,0,0,0
ENSG00000227265,0,0,0,0,1,0
ENSG00000213355,0,0,0,0,0,0
ENSG00000234837,0,0,0,0,0,0
ENSG00000223564,0,0,0,0,2,0
ENSG00000232502,0,0,1,0,0,0
ENSG00000235571,0,0,1,0,0,0
ENSG00000229089,0,0,3,0,3,0
ENSG00000212140,0,0,0,0,0,0
ENSG00000278631,0,0,0,0,0,0
ENSG00000259848,3,2,3,1,0,1
ENSG00000163060,1,0,0,0,1,0
ENSG00000237055,0,0,0,0,0,0
ENSG00000232128,0,0,0,0,0,0
ENSG00000233158,0,0,0,0,0,0
ENSG00000231331,0,0,0,0,0,0
ENSG00000232594,0,0,0,0,0,0
ENSG00000233105,0,0,0,0,0,0
ENSG00000224585,0,0,0,0,0,0
ENSG00000233447,0,0,0,0,0,0
ENSG00000235186,0,0,0,0,0,0
ENSG00000277591,0,0,0,0,0,0
ENSG00000233850,0,0,0,0,0,0
ENSG00000172005,0,0,3,0,2,0
ENSG00000231062,0,0,0,0,0,0
ENSG00000287362,2,2,1,2,4,1
ENSG00000144029,1769,2331,1857,2271,1969,2074
ENSG00000144026,835,248,723,256,848,287
ENSG00000275111,181,143,148,114,209,119
ENSG00000275768,0,0,0,0,0,0
ENSG00000233757,51,26,39,33,38,28
ENSG00000155066,37,7,27,1,20,3
ENSG00000115041,825,22,827,49,889,25
ENSG00000235129,3,0,3,0,2,0
ENSG00000115042,897,407,845,424,1018,413
ENSG00000248821,0,0,0,0,0,0
ENSG00000233275,0,0,0,0,0,0
ENSG00000227120,0,0,0,0,0,0
ENSG00000204705,0,0,0,0,0,0
ENSG00000277747,0,0,0,0,0,0
ENSG00000234903,0,0,0,0,0,0
ENSG00000144010,0,0,0,0,0,0
ENSG00000238162,0,0,0,0,0,0
ENSG00000223917,0,0,0,0,0,0
ENSG00000237308,0,0,0,0,0,0
ENSG00000224719,0,0,0,0,0,0
ENSG00000226185,0,0,0,0,0,0
ENSG00000272913,1,9,6,2,3,2
ENSG00000229689,11,13,8,13,22,2
ENSG00000236431,0,1,4,1,0,0
ENSG00000273305,3,0,1,0,6,0
ENSG00000233037,0,0,0,0,0,0
ENSG00000168992,0,0,0,0,0,0
ENSG00000232717,0,0,0,0,0,0
ENSG00000274028,0,0,0,0,0,0
ENSG00000230083,0,0,0,0,0,0
ENSG00000144015,2,0,0,0,0,0
ENSG00000236026,0,0,0,0,0,0
ENSG00000271003,0,0,0,0,0,0
ENSG00000270193,0,0,0,0,0,0
ENSG00000204699,0,0,0,0,0,0
ENSG00000275497,0,0,0,0,0,0
ENSG00000235959,0,0,0,0,0,0
ENSG00000236750,0,0,0,0,0,0
ENSG00000235584,0,0,0,0,0,0
ENSG00000237510,0,2,0,0,0,1
ENSG00000232931,2220,788,1739,926,2139,810
ENSG00000174501,794,233,563,280,871,306
ENSG00000275961,0,0,0,0,0,0
ENSG00000231584,200,78,228,49,211,75
ENSG00000186281,4,1,5,1,3,0
ENSG00000274286,13,0,10,0,11,1
ENSG00000188886,0,0,0,0,0,0
ENSG00000158050,43,29,47,36,30,30
ENSG00000228873,0,0,0,0,0,0
ENSG00000084090,1719,2936,1615,3287,1789,3068
ENSG00000204685,58,65,80,41,69,46
ENSG00000135956,1765,1717,1556,1792,1760,1685
ENSG00000144021,1614,2110,1604,2094,1884,1913
ENSG00000144028,7062,11061,6634,10881,7463,10438
ENSG00000230747,28,15,40,12,32,10
ENSG00000198885,1,0,1,0,3,0
ENSG00000121152,332,2131,388,2310,378,2100
ENSG00000163121,125,1,144,0,108,0
ENSG00000235480,1,0,0,0,0,0
ENSG00000196843,268,255,299,243,285,227
ENSG00000114982,1640,1827,1459,1732,1641,1664
ENSG00000249715,10,5,2,3,9,4
ENSG00000114988,601,694,542,847,689,756
ENSG00000158158,961,872,1030,793,1009,717
ENSG00000264157,0,1,0,1,0,2
ENSG00000273265,6,2,4,0,5,3
ENSG00000168763,891,976,891,911,1019,951
ENSG00000163126,22,8,21,17,36,10
ENSG00000213337,115,260,128,245,161,239
ENSG00000168758,1268,1224,1234,1104,1301,1044
ENSG00000168754,0,0,1,0,8,0
ENSG00000286654,0,0,0,0,0,0
ENSG00000274206,0,0,0,0,0,0
ENSG00000252845,0,0,0,0,0,0
ENSG00000275094,0,0,0,0,0,0
ENSG00000273634,0,0,0,0,0,0
ENSG00000248134,0,0,0,0,0,0
ENSG00000144188,0,0,0,0,0,0
ENSG00000230343,0,0,0,0,0,0
ENSG00000236847,0,0,0,0,0,0
ENSG00000270748,0,0,0,0,0,0
ENSG00000271402,0,0,0,0,0,0
ENSG00000204670,0,0,0,0,0,0
ENSG00000188383,10,3,15,5,18,4
ENSG00000144199,480,398,569,394,570,370
ENSG00000279791,5,3,3,1,5,0
ENSG00000275655,0,0,0,0,0,0
ENSG00000135976,1102,371,831,367,1112,442
ENSG00000277701,128,112,114,115,158,82
ENSG00000237837,0,0,0,0,0,0
ENSG00000271351,0,0,0,0,0,0
ENSG00000276050,0,0,0,0,0,0
ENSG00000271015,0,0,0,0,0,0
ENSG00000270252,0,0,0,0,0,0
ENSG00000271569,0,0,0,0,0,0
ENSG00000270450,0,0,0,0,0,0
ENSG00000278537,0,0,0,0,0,0
ENSG00000270187,0,0,0,0,0,0
ENSG00000230606,129,55,72,75,87,71
ENSG00000278766,8,5,6,4,12,8
ENSG00000196912,339,174,295,179,413,198
ENSG00000235833,0,0,0,0,0,0
ENSG00000286036,0,0,0,0,0,0
ENSG00000228970,0,0,0,0,0,0
ENSG00000135940,1188,1299,1507,1306,1484,1269
ENSG00000115073,1680,558,1687,460,1711,437
ENSG00000228486,146,18,111,21,162,17
ENSG00000201806,0,0,1,0,3,1
ENSG00000115085,2,2,11,0,6,3
ENSG00000075568,1732,1359,1402,1381,1677,1397
ENSG00000235734,186,449,199,468,219,420
ENSG00000238719,0,0,0,0,0,0
ENSG00000168658,1,0,0,0,0,0
ENSG00000231635,0,0,0,0,0,3
ENSG00000222000,0,0,0,0,0,0
ENSG00000144191,1,0,0,0,0,0
ENSG00000227987,0,0,0,0,0,0
ENSG00000040933,1258,1098,1219,977,1441,836
ENSG00000183513,653,282,667,287,686,297
ENSG00000115446,686,432,592,476,688,408
ENSG00000071073,106,10,100,8,114,15
ENSG00000236564,0,0,0,0,0,0
ENSG00000226791,0,0,0,0,0,0
ENSG00000201070,0,0,0,0,0,0
ENSG00000196872,3,0,1,0,0,0
ENSG00000238830,0,0,0,0,0,0
ENSG00000135951,155,58,139,77,138,99
ENSG00000231822,136,174,114,200,137,187
ENSG00000241962,18,6,11,13,14,6
ENSG00000273045,77,20,73,11,79,17
ENSG00000144182,145,102,123,100,118,88
ENSG00000273155,0,1,3,0,1,2
ENSG00000158411,520,391,496,475,517,402
ENSG00000185414,759,773,713,889,716,852
ENSG00000185674,4,10,2,4,0,2
ENSG00000144214,35,12,19,16,29,13
ENSG00000115514,518,652,435,836,457,731
ENSG00000158417,2443,3388,2161,3934,2296,3755
ENSG00000135945,608,578,494,589,614,607
ENSG00000273306,30,31,23,46,18,35
ENSG00000144218,17,25,11,14,19,13
ENSG00000230393,0,0,0,0,0,0
ENSG00000232084,0,0,0,0,2,0
ENSG00000170500,25,2,20,4,23,3
ENSG00000269383,0,0,0,0,0,0
ENSG00000270699,0,0,0,0,0,0
ENSG00000115526,630,806,571,828,670,838
ENSG00000238029,0,0,0,1,0,0
ENSG00000204640,0,0,0,0,0,0
ENSG00000204637,0,0,0,1,0,0
ENSG00000115539,88,218,97,211,99,217
ENSG00000227259,0,0,0,0,0,1
ENSG00000234988,2,0,0,0,0,0
ENSG00000287832,2,0,0,0,0,0
ENSG00000226034,0,0,0,0,0,0
ENSG00000234169,0,2,0,0,0,0
ENSG00000228488,0,0,1,0,0,0
ENSG00000286737,0,0,0,0,0,0
ENSG00000170485,1458,1214,1174,1266,1423,1210
ENSG00000232034,11,16,12,12,13,6
ENSG00000230140,4,1,2,4,2,2
ENSG00000223947,16,17,24,11,26,13
ENSG00000071082,6750,4274,7608,4666,7500,3959
ENSG00000204634,3116,1099,2978,1038,3428,967
ENSG00000271532,14,5,7,4,11,7
ENSG00000272902,39,15,30,15,32,23
ENSG00000158435,937,1297,825,1509,872,1323
ENSG00000163162,1101,977,1128,1073,1136,1069
ENSG00000212283,1,1,1,0,0,1
ENSG00000264857,0,0,0,0,0,0
ENSG00000175874,0,0,0,0,0,0
ENSG00000226058,0,0,0,0,0,0
ENSG00000196460,3,0,0,0,0,0
ENSG00000223826,0,0,0,0,0,0
ENSG00000237549,0,0,0,0,0,0
ENSG00000232556,0,0,0,0,0,0
ENSG00000286047,0,0,0,0,0,0
ENSG00000286101,0,0,0,0,0,0
ENSG00000071054,3070,4643,2814,4726,3247,4515
ENSG00000281162,22,72,13,56,13,53
ENSG00000115590,8,13,11,13,11,17
ENSG00000287771,0,0,0,0,0,0
ENSG00000115594,1618,755,1323,972,1512,883
ENSG00000226925,0,0,0,0,0,0
ENSG00000115598,0,0,0,0,0,0
ENSG00000205716,0,0,0,0,0,0
ENSG00000115602,0,1,0,0,0,0
ENSG00000115604,140,66,100,56,136,61
ENSG00000236785,0,0,0,0,0,0
ENSG00000115607,1,1,1,0,0,0
ENSG00000264764,0,0,0,0,0,0
ENSG00000236525,0,0,0,0,0,0
ENSG00000234389,2,0,0,0,0,0
ENSG00000180251,0,0,0,0,0,0
ENSG00000115616,77,79,82,69,91,66
ENSG00000135953,570,544,568,569,596,561
ENSG00000170417,139,75,123,95,149,66
ENSG00000277527,2,2,1,1,0,0
ENSG00000224095,4,0,0,0,3,0
ENSG00000227680,0,0,1,0,0,0
ENSG00000229209,4,0,0,0,1,0
ENSG00000227623,0,0,0,0,0,0
ENSG00000286290,0,0,0,0,0,0
ENSG00000236596,0,0,0,0,0,0
ENSG00000221849,0,0,0,0,0,0
ENSG00000231723,0,0,0,0,0,0
ENSG00000232597,0,0,0,0,0,0
ENSG00000236141,0,0,0,0,0,0
ENSG00000256637,1,0,0,0,0,0
ENSG00000273515,0,0,0,0,0,0
ENSG00000228968,0,0,0,0,0,0
ENSG00000233955,0,2,0,0,0,0
ENSG00000227157,0,0,0,0,0,0
ENSG00000225765,0,0,0,0,0,0
ENSG00000287793,0,0,0,0,0,0
ENSG00000235597,0,0,1,0,1,0
ENSG00000234781,0,0,0,0,0,0
ENSG00000231626,0,0,0,0,0,0
ENSG00000236109,0,0,0,0,4,0
ENSG00000288565,2,0,2,0,1,0
ENSG00000230690,1,0,0,0,0,0
ENSG00000225669,0,0,0,0,0,0
ENSG00000228528,0,0,0,0,0,0
ENSG00000279904,0,0,0,0,2,0
ENSG00000207249,0,0,0,0,0,0
ENSG00000234177,0,0,5,0,2,0
ENSG00000213301,0,0,0,0,0,0
ENSG00000233639,0,4,2,4,6,0
ENSG00000269707,0,0,0,0,0,0
ENSG00000198914,0,0,2,0,0,0
ENSG00000229743,43,10,38,7,59,9
ENSG00000287135,0,0,0,0,0,0
ENSG00000224509,3,1,2,1,5,0
ENSG00000135972,501,597,494,616,586,666
ENSG00000231851,17,12,7,7,4,10
ENSG00000226508,25,0,16,0,18,0
ENSG00000135973,0,0,0,0,2,2
ENSG00000272861,0,0,0,0,0,0
ENSG00000135966,899,1486,829,1461,933,1390
ENSG00000235319,1,3,2,0,0,1
ENSG00000272994,80,58,69,71,80,58
ENSG00000135974,830,442,777,492,797,504
ENSG00000115641,1037,1841,1060,2056,1051,1894
ENSG00000238273,21,30,20,74,15,41
ENSG00000287036,0,0,0,0,0,0
ENSG00000287308,0,0,0,0,0,0
ENSG00000071051,908,907,974,852,1074,844
ENSG00000235522,3,0,1,0,0,0
ENSG00000234162,1,0,0,1,0,0
ENSG00000119147,1,0,3,0,4,0
ENSG00000115652,980,888,869,1064,953,953
ENSG00000233339,1,2,3,2,2,0
ENSG00000273595,0,0,0,0,0,0
ENSG00000213295,0,0,1,0,0,0
ENSG00000224061,1,0,1,1,1,3
ENSG00000230353,0,0,0,0,0,0
ENSG00000233939,0,0,0,0,0,0
ENSG00000227513,0,0,0,0,1,0
ENSG00000229682,0,0,0,0,0,0
ENSG00000235486,0,4,0,7,6,8
ENSG00000240935,1,0,0,0,0,0
ENSG00000153165,75,50,58,68,42,48
ENSG00000237666,0,1,0,0,0,0
ENSG00000254126,0,0,0,0,0,0
ENSG00000232001,0,0,0,0,0,0
ENSG00000231505,0,0,0,0,0,0
ENSG00000214199,57,52,85,54,89,48
ENSG00000144057,0,0,0,0,0,0
ENSG00000238250,0,0,0,0,0,0
ENSG00000227294,0,0,0,0,0,0
ENSG00000286218,0,0,0,0,0,0
ENSG00000229360,0,0,0,0,0,0
ENSG00000226905,0,0,0,0,0,0
ENSG00000229457,0,0,0,0,0,0
ENSG00000225588,0,0,0,0,0,0
ENSG00000237880,0,0,0,1,0,0
ENSG00000224568,0,0,0,0,0,1
ENSG00000286769,0,0,0,0,0,0
ENSG00000232991,0,0,0,0,0,0
ENSG00000230651,0,0,0,0,0,0
ENSG00000196862,30,17,41,23,36,31
ENSG00000233494,0,0,0,0,0,0
ENSG00000227270,0,0,0,0,1,0
ENSG00000237745,0,2,2,1,1,1
ENSG00000235325,2,0,0,1,2,2
ENSG00000115665,0,0,0,0,0,1
ENSG00000231221,0,0,0,0,0,0
ENSG00000229890,0,0,0,0,0,0
ENSG00000225328,0,0,0,0,0,0
ENSG00000236877,0,0,0,0,0,0
ENSG00000196228,0,0,0,0,0,0
ENSG00000227597,0,0,0,0,0,0
ENSG00000198203,0,1,2,2,3,0
ENSG00000261209,0,0,0,0,0,0
ENSG00000237223,0,0,0,0,0,0
ENSG00000271070,0,0,0,0,0,0
ENSG00000198075,0,0,0,0,0,0
ENSG00000271284,0,0,0,0,0,0
ENSG00000135968,1491,953,1234,1161,1394,1077
ENSG00000214184,12,5,14,5,12,5
ENSG00000169756,1073,1145,1016,1635,1094,1463
ENSG00000228763,3,2,0,2,4,2
ENSG00000233648,0,0,0,0,0,0
ENSG00000235644,1,0,1,0,2,0
ENSG00000153201,3290,3351,2809,3957,3245,3897
ENSG00000163006,184,299,136,386,167,349
ENSG00000227470,7,2,2,5,2,8
ENSG00000135960,4,2,9,3,4,0
ENSG00000277628,0,0,0,0,0,0
ENSG00000259863,2,0,0,0,0,0
ENSG00000172985,8,0,2,0,2,0
ENSG00000264934,0,0,0,0,0,0
ENSG00000228551,1,5,1,3,3,1
ENSG00000265965,0,0,0,0,0,0
ENSG00000186522,1509,1277,1287,1544,1457,1515
ENSG00000237916,7,9,7,12,21,8
ENSG00000230696,0,2,0,5,0,1
ENSG00000198142,712,1060,619,1063,680,1083
ENSG00000230603,0,0,0,0,0,2
ENSG00000231099,0,0,0,0,0,0
ENSG00000233307,0,1,0,1,0,0
ENSG00000233707,0,0,0,1,2,0
ENSG00000282033,0,0,1,0,0,0
ENSG00000015568,348,239,362,250,395,271
ENSG00000256977,0,0,0,2,0,0
ENSG00000284337,0,0,0,0,0,0
ENSG00000186148,0,0,0,0,0,0
ENSG00000283684,1,0,0,0,0,0
ENSG00000240069,0,0,0,0,0,0
ENSG00000225108,0,0,1,2,0,0
ENSG00000204588,6,0,3,5,3,0
ENSG00000235721,0,0,0,0,0,1
ENSG00000229730,0,0,0,0,0,0
ENSG00000283283,0,0,0,0,0,0
ENSG00000265682,0,0,0,0,0,0
ENSG00000144063,272,438,261,456,293,456
ENSG00000264979,0,0,0,0,0,0
ENSG00000144061,265,132,290,158,305,137
ENSG00000233370,0,0,2,0,0,0
ENSG00000175701,188,269,209,296,222,224
ENSG00000261760,0,0,0,0,0,0
ENSG00000282304,18,21,17,27,12,24
ENSG00000282785,0,0,0,0,0,0
ENSG00000263881,0,0,0,0,0,0
ENSG00000283167,0,0,0,0,0,0
ENSG00000226991,0,0,0,0,0,0
ENSG00000230650,3,0,0,0,3,0
ENSG00000175772,29,8,31,8,28,5
ENSG00000226065,1,0,3,1,5,0
ENSG00000230596,0,0,0,0,0,0
ENSG00000273471,0,0,0,0,0,0
ENSG00000184115,0,0,0,0,0,0
ENSG00000257207,0,0,0,0,0,0
ENSG00000256671,0,0,1,0,0,0
ENSG00000227574,0,0,0,0,0,0
ENSG00000231583,0,0,0,0,0,0
ENSG00000183054,74,40,61,34,70,34
ENSG00000231536,0,0,1,0,0,1
ENSG00000216867,4,20,5,15,6,13
ENSG00000169679,886,3445,817,4255,862,3844
ENSG00000235881,0,0,0,0,0,0
ENSG00000153093,126,15,141,17,142,15
ENSG00000236330,488,717,665,561,735,550
ENSG00000172965,435,928,422,1086,490,1055
ENSG00000204581,6,1,8,0,5,1
ENSG00000153094,894,304,834,356,936,317
ENSG00000230499,6,11,5,19,12,20
ENSG00000227992,19,37,20,36,19,44
ENSG00000271590,12,10,6,18,5,9
ENSG00000229118,0,4,0,1,0,4
ENSG00000270190,0,4,1,4,0,1
ENSG00000226928,0,2,1,1,2,5
ENSG00000266139,0,0,0,0,0,0
